text,label,review_length,length_bin,pred,true,prob_pos,correct,confidence
"Liv Tayler in her sexiest movie! <br /><br />She incorporates the ""Femme Fatale"" role in an astonishing way, while in the same time she manages to appear a super sexy woman while keeping the ""sweet girl"" stand and not being over-wicked like other similar movies (e.g. ""Femme Fatale"" with Rebecca Romijn)<br /><br />Until this movie, Lord of the Rings was the only movie i ever saw her (Im hooked on with LotR)<br /><br />Point: By LoTR I had shaped an opinion that the role of the pure-sweet woman was the only role that Liv Tayler could interpret, but when i saw ""One night at Mc Cool"" I absolutely changed my mind. She is the sexiest woman ever!<br /><br />Therefore as a film is a mediocre common comedy with a ""confusing"" plot",1,131,medium (100-300w),0,1,0.0024563805,False,0.997543619479984
"In the animated series: <br /><br />Aeon Flux was an amoral rebel that was completely detached from everything and everyone. She was cruel, selfish, loving, unpredictable, witty, caustic, confident, sarcastic, lethal, untamable, ambiguous all at once. The original Aeon had layers upon layers of depth. She almost never allowed her personal emotions to show through. The original plot was deliciously ambiguous and thought provoking. You could never tell what Aeon's motives were. Aeon was a militant anarchist whereas Trevor was a radical idealist, because of this they could never have any semblance of a stable relationship.<br /><br />In the movie:<br /><br />Aeon Flux works for the Monicans and her political motives and personal motives are very clear. She was pretty, loving, vulnerable, easily tamable, emotional and very predictable. The Aeon in the movie had one layer of depth at most. The plot was obvious and contrived. Everything is completely laid out for you from the beginning. There was virtually no conflict between Aeon and Trevor, at least in terms of personal philosophies. The only conflict between them was that they were on different sides.<br /><br />The movie was a horrible disappointment to me. I felt betrayed. They took the idea of one of my favorite animated characters of all time, squeezed all the depth and personality out of her, and pumped her full of Hollywood clichés. The essence of the animated series was completely lost in this movie. <br /><br />The only reason I'm not giving this movie a ""1"" is because the visuals were incredible. It was neat to see some of the familiar animated scenes like the fly in the eye done with CGI.",0,276,medium (100-300w),1,0,0.99754333,False,0.9975433349609375
"Remember that friend in college who always insisted you rent the weirdest movie possible? This is the movie he would have made if he'd had the chance.<br /><br />I wish I could tell you exactly what Sea of Dust was about. It pretends to be the story of a doctor who gets sucked into weird goings on in the ""Black Forest."" He goes there to help, but ends up being caught between two young women, both of whom he seems to have a thing for. But that's just scratching the surface. This is the kind of movie where things just randomly happen...and not nice thing. People are constantly being whipped and stabbed. There's a pair of creepy little girls who appear to have walked out of The Shining. Tom Savini is some kind of imaginary religious figure who decides he doesn't want to be imaginary anymore. He's got a plan to take over the world by sharing Jesus suffering.<br /><br />On some level, this is a movie about sex. It's one without nudity, which was a disappointment, but there's no mistaking the intent. On another whole level, it's a stoner's paradise. Unexpected stuff happens so often that it stops being unexpected. By the time the doctor travels through his girlfriend's birth canal to be reborn, you'll just chalk it up to the crazy nature of the flick.<br /><br />On the down side, the film is pretty wordy. Some of the points are hammered home over and over. If you're watching it with a bunch of stoned friends, this might prove an asset.",1,262,medium (100-300w),0,1,0.0024630295,False,0.9975369705352932
"Paul Bettany did a great role as the tortured father whose favorite little girl dies tragically of disease. For that, he deserves all the credit. However, the movie was mostly about exactly that, keeping the adventures of Darwin as he gathered data for his theories as incomplete stories told to children and skipping completely the disputes regarding his ideas.<br /><br />Two things bothered me terribly: the soundtrack, with its whiny sound, practically shoving sadness down the throat of the viewer, and the movie trailer, showing some beautiful sceneries, the theological musings of him and his wife and the enthusiasm of his best friends as they prepare for a battle against blind faith, thus misrepresenting the movie completely.<br /><br />To put it bluntly, if one were to remove the scenes of the movie trailer from the movie, the result would be a non descript family drama about a little child dying and the hardships of her parents as a result. Clearly, not what I expected from a movie about Darwin, albeit the movie was beautifully interpreted.",1,175,medium (100-300w),0,1,0.0024666956,False,0.9975333043839782
"The film starts with promise because there is more interaction between Spanky and Buckwheat, but as the film progresses, the two boys have fewer scenes together. This slows the pace considerably. Billie ""Buckwheat"" Thomas gives a very strong performance in his early scenes. When he is left behind on the riverboat, his fear and abandonment are palpable and his tears are truly heartbreaking. When he goes from man to man asking for help and is repeatedly rejected the viewer really begins to wonder if this is a comedy or not. Watching a children's birthday party through a picket fence is another moving moment. As another reviewer mentioned, I was also worried about the big dog choking on chicken bones! Once Spanky and Buckwheat are in Marshall Valiant's home, Spanky tends to interact mainly with the adults and the chemistry of the children is essentially lost. <br /><br />The Old South/Huck Finn-type setting really doesn't do much for the plot except allow the children to be out of doors a great deal. Ralph Morgan is the most engaging adult, but then the other roles really don't have much substance to them. Louise Beavers manages some funny moments with a Yankee soldier towards the end. <br /><br />The villains aren't really villainous enough and the lovers not intense enough. Yet, I do think it's worth viewing if you're an Our Gang enthusiast, if for no other reason that the odd curiosity of the whole piece. I give it seven stars because, while not a great movie, it kept me engaged the whole time and curious as to what would happen next.",1,269,medium (100-300w),0,1,0.0024688353,False,0.9975311646703631
"This movie has become an iconic stand-in for what is great about America. <br /><br />Fame is famous for its music and performances. There are several standout actors, singers, and dancers, including Irene Cara, Paul McCrae, Anne Meara*, and the superb Gene Anthony Ray. <br /><br />The plot is not the movie. It follows an interesting format ... but, it all really ends in a kind of mush.<br /><br />Where Parker succeeds is in pushing this movie into periodic overdrive - with the extremely poignant, sometimes beautiful and outright campy music score & performances.<br /><br />The film's climax is a song-dance fest of musicians,dancers, & score by Christopher Gore. A wonderment to behold. <br /><br />* An interesting note about the magnificent and superbly talented Anne Meara ... sometimes talent must reside in the genes ... Ms. Meara is married to one Jerry Stiller and is the mother of Ben Stiller ...",1,152,medium (100-300w),0,1,0.002475677,False,0.9975243229418993
"This film gives a look at the suffering a family experiences at the death of a child, and the healing that can finally come to them.<br /><br />The family learns of the death of their son on Christmas Eve, 1991, ruining the Christmas season for them. They do not celebrate it again for many years. There is an interesting comment by the daughter that will remind viewers to consider the needs of surviving children in such a situation.<br /><br />The Matthew character makes a reference to Jesus, but I suspect that other comments he makes come from non-Christian sources. I wonder if any other viewers would recognize those comments. If so, it would be an interesting addition to the data on this movie.",0,123,medium (100-300w),1,0,0.9975243,False,0.9975243210792542
"I absolutely love stand-up comedy. I love to hear the raw thoughts of the stand-up on stage, as they are appealing to an audience of their peers different life experiences they have had, or things they have thought up or seen that they just thought were so ****ing stupid that they had to share it with someone. <br /><br />There used to be stand-ups who took on a persona that everyone could relate to (Rodney Dangerfield comes to mind) or were just so damn crazy that you couldn't help but laugh with them as they laughed at others (Richard Pryor). And then, there were the thought-provoking comics like George Carlin, who, despite pretending to be a loon, was the smartest guy in the room, who appealed to people to rethink things they saw when they walked around, and realize just how screwed up things were, and how easily they could change things.<br /><br />Now, this might seem to not have anything to do with ""Mind Of Mencia,"" which, as I agree with most commentators here, is Comedy Central's horrid solution to the loss of ""Chappelle's Show,"" but it does. Carlos Mencia spends half of the show doing stand-up bits for his audience, sometimes on popular topics, most of the time on just racism and racial stereotypes. He tries to be all three of the above types of stand-ups. He makes a stage character, an every-day Mexican named Carlos who, despite stereotypes, is just your run-of-the-mill normal guy. He then proceeds to try to laugh at others, people he calls racist or just those that disagree with his opinion. And then, finally, he presents skits to the studio audience and the viewer, telling them that it will help them see his point of view.<br /><br />Carlos Mencia always says he's showing a point of view that people don't see, yet what he is really doing is not only promoting racist stereotypes that already exist and have been joked about to death, but he stupidly encourages people to hear them and do the one thing that helps keep them around:laugh.<br /><br />Promoting stereotypes is usually the lowest, yet easiest, way to get laughs in stand-up. The best comedians, which, I fear, Carlos Mencia feels he is in good company with, don't have to resort to them. They talk universally, and ask you to laugh AT absurdity, rather than with it, like Mencia encourages. As he creates more skits or ""real-life"" situations that call for racism or the bashing of others with the use of it, he tells us, rather than asks us, to laugh, and actually presents these absurdities as truth, rather than just extremes of it. <br /><br />His show is an insult to the minds of those who watch it. Mencia doesn't give us comedy and ask us to digest it and take from it what we want (something that, as much as I hate to compare the two, was ""Chappelle's Show's"" finest quality) he tells us exactly how we should view it and react to it---which, according to him, is to make a stupid face and say ""Dee Dee Dee!"" This show is appropriately named. It is indeed a show about ""The Mind of Mencia."" It's Mencia's mind, through and through, and, as such, is nothing more than dumb entertainment. The show is tailor-made to give life lessons to its core audience, 14-24 year olds, about how stereotypes are bad, but that racial bashing is alright to Carlos Mencia, and therefore should be alright to you!",0,587,long (>300w),1,0,0.99752325,False,0.9975232481956482
"This very finely crafted film commits the unforgivable (which is ironic, given the film's theme). No one coming into this film knows what they are in for. Worse than that, 3/4 of the way into the film, no one still has any clue of what they're in for because everything up to that ""moment"" is a different movie.<br /><br />As a front-row fan of Dutcher's first two films, easily competing for the Best 2 Mormon films to date (competing with Saints and Soldiers and, now, New York Doll--saw that at a screening), Dutcher had me wanting to see his film for a very long time. I was there. I wanted to believe, believe that I'd see the next great Mormon movie, one that would hold the Numero Uno spot for a very long time. But no. Three-fourths in the film took the sharpest of left turns and dragged me through something that I never wanted to go through. He takes on the Mt. Everest of all moral issues, yea, both of them, with little time or emotional capacity left to adequately address them, but instead waves them both off with a nod towards Jesus as if that will make all things well, instantly. (True it is that Jesus saves. Don't accuse me of not believing that. That's not Dutcher's problem.)<br /><br />Is the film shot well? Indeed. Do the actors act? They acted their pants off. Was the music appropriate? All but whatever was over the closing credits. Everything about this film was superb, except the story, which was so dank and wrong, that all else doesn't matter. (I learned ""dank"" from New York Doll, very decent show, by the way.) The third act of the film was neither desirable nor pleasant nor faith affirming. I know Dutcher was bending over backwards to make it so, but I was so far shoved out of the movie at that point that nothing, no thing, could have brought me back. The preposterous unbelievability of dozens of details in the final minutes didn't help. Anyone who's been on a mission knows what I'm talking about, especially anyone whoSpoiler Alertis familiar with events surrounding someone being sent home from a mission early for moral and/or psychological reasons. It's as if a parallel universe suddenly sprung up where normal rules or behaviors suddenly don't apply.<br /><br />There are a million things good about this film, but they were created and beautified only to be trampled upon and thrown away in a knee-jerk fit of ""ooh, this will really get them"" elitism. Hence, unforgivable. I can only hope that when Dutcher puts the finishing touches on his next film (""Falling"", apparently), that he remembers that film critics can only buy so many tickets and that it's the fans that pay the bills. That's why the first God's Army was such an unqualified success.<br /><br />Dutcher's shock and awe approach proves that when it comes to the Big Issues he is in way over his head, having neither the spiritual nor creative maturity nor business sense necessary to take them on. I praypray!he learns his lesson and that years from now he and we all look back, with a chagrin, and rejoice that he pulled his head out of where the Light doesn't shine and really, successfully, takes on those and other issues and changes the world forever because of it.",0,564,long (>300w),1,0,0.9975183,False,0.9975183010101318
"Based on the comments made so far, everyone seems to either hate this movie or love it. I think it would be fair to point out that although this is not a GREAT movie, it has its interesting moments. For one thing, it was filmed on location in Colorado (was it Breckinridge or Telluride? I can't remember, but it is in the credits). The location is absolutely stunning and spectacular. It's beautiful, even to me who lived in Colorado for several years.<br /><br />Next, it has Disney's penchant for wonderful character actors. Harry Morgan has never been in better form than when he plays in a Disney movie. He is literally hysterical. Also, remember the wonderful Mary Wickes? Although she has a ""bit part"" in this movie, she is great, as always. If you don't know who she is, think of the animated Disney version of Hunchback from Notre Dame (she was one of the gargoyles), and she was also the most interesting nun in ""Sister Act"", as well as the best nun in ""The Trouble With Angels."" She has always been a great character actress and most character actors never receive the recognition they deserve.<br /><br />In addition to character actors and all-star casts, in the 1960s-1970s Disney may have not had the ""greatest"" movies, but, if you really watch some of them from beginning to end, you will NOTICE that every movie has some really funny or hysterical moment in it. The entire movie may not be funny, but there is always a comic gem (at least 1 or 2) in every single ""live-action"" movie Disney ever made. Whether it's Harry Morgan in one of his bellowing tones of voice, or Tim Conway floundering around, or Joe Flynn giving one of his priceless looks of horror, it is all good. The whole film may not be good, but there are ALWAYS hysterical moments in every Disney film from this period that I have ever seen. Disney in this time period always managed to make a person smile, despite the dumbness of the film.<br /><br />Bsed on these comments, I disagree with viewers who say every Disney movie in this time period is awful. That statement it not quite accurate. Rather, it is easier for me to give credit to the funny moments and overlook the weaknesses in the plots.<br /><br />Some live-action Disney movies are true classics (Old Yeller, Bedknobs and Broomsticks, Mary Poppins), but for those that aren't, I am able to appreciate them for what they were -- good clean family fun in a time when movies had become vulgar, crude and offensive.",0,437,long (>300w),1,0,0.99750996,False,0.9975099563598633
"Cultural Vandalism Is the new Hallmark production of Gulliver's Travels an act of cultural vandalism? Not literally. After all, not a single copy of the book is burned. But if this is the only Gulliver people are exposed toand to many it will bethose people will not get anything like what Jonathan Swift intended. Were Jonathan Swift alive, Hallmark could be sued for moral rights violations and they'd lose. That's a good way to think before starting a project using someone else's ideas.<br /><br />Swift's masterpiece is an extraordinary vision of humanity. Through his hero, Gulliver, he travels to places that make him feel big, small, shat on and human. The little people in Lilleput are small in every way. Petty and stupid, they fight, the big-enders and little- enders, interminable wars of annihilation over which end of their soft-boiled eggs are opened at the breakfast table. Sounds a bit like us.<br /><br />I forget most of the rest: it's been years since I read it. The TV show reminded me of a few things and, on the bright side, it made me want to read it again.<br /><br />This gift to mankind has been shat on, like Gulligan under the boughs beneath the vulgar yahoos, and Danson, Steenbergen and especially two great actors, Peter O'Toole and Edward Fox, ought to be thoroughly ashamed. Some ""Creative Person"" got the bright idea to put the focus on ""the star:"" Gulliver, played by Ted Danson, whose acting is just plain bad. He portrays Gulliver as insane. All his travels were made up. Weeeeel. Yeeeaaah! Of course Swift made up Gulliver! Naturally, the lands he visited were imaginary: that's called fiction. His purpose was to talk about humankind and our, often awful, relations with each other. The travels of his imaginary character to imaginary lands is his method. But these people treat imagination as a disease and anyone who has a moment that Hallmark couldn't turn into one of its anodyne cards is suspect.<br /><br />I can sure see why Hallmark would produce this crap. It's so bad that O'Toole, always profound, seems as little as his Lilliputian character. He's in character, of course, while commenting on the character simultaneously, as many, if not all great actors do. Informing the character sheds light on it. Our light completes the character. It becomes three dimensional through this act of psychic triangulation. Most actors do this very subtly, like Hopkins in ""The Remains of the Day."" Others, like Nicholson, in most things in the last twenty years, play the two parts pretty broadly apart. Nicholson actually plays on the relationship of his two points and with us too: with him it's all cat's cradle and he, chuckling away, holds all the strings. Great fun, as is O'Toole. But something here is lacking. He is shouting into a megaphone (as great as ever) and all one senses is a hollow shell standing under him.<br /><br />That's because it is. Look up ""anodyne"" and there ought to be the word ""Hallmark"" as a synonym. Harmless, bland, inoffensive: Hallmark is the doll who can't pee because she has no genitals: it is the norm, the average, the person of no distinction. Hallmark's hallmark is to have no hallmark. I never suspected that such people despise those who have imagination quite so much. Suddenly, Pound's ""Disney against the meta-physicals"" stands out in bold type. Or Einstein's ""Men of genius always will be violently opposed by mediocre minds."" Indeed, anyone, to this mediocre type, who has an answer to any question other than ""a)"" or ""b)"" is suspect. Who more distinctive then that a man who journeys to the darker places of the human soul and shines his little flashlight to illuminate what can be found there? Hence the act of vandalism. The Taliban destroyed the Buddhas in Afghanistan, the Palestinians the oldest synagogue in the world at Jericho, the barbarians the great statuary of the Classical age and these things are obviously vandalism. Hallmark endeavors to protect us from foreign foes by undermining our own culture; the one that feeds and sustains them. And us.<br /><br />Please buy a copy of Gulliver's Travels wherever you live, and read it. Or order it online. I like to use ABE Books.",0,710,long (>300w),1,0,0.9975078,False,0.9975078105926514
"The whole shorthand for supposedly being more aware in this weird time is that you are ""Blue"". The Blue State mentality. This is supposed to get us off the hook for what is/was happening during the last few years in our country (The USA). It doesn't get anyone off the hook but it makes us feel better, as though we aren't benefiting in any way from living here and getting all the good stuff that a US citizen gets just by being a US citizen. <br /><br />But I'm so sick of bitching about this. It doesn't do any good. I haven't taken much action lately and I wonder how many people have. Maybe I'm just down because my job was ""outsourced"" last month and now I'm looking for work in the shrinking tech support field where most of the jobs are quickly going to India and other places overseas. I'm thinking that soon it's not going to pay off to be a citizen here with the screwed up infrastructure and the shrinking job market and the obsession with war. These days it seems like anyone who speaks out gets jumped and questioned about there ""patriotism"". Anyway, back to this review: USA The Movie is an obscure DVD that makes me realize that some people have taken action, whether it's through politics, protesting or arts or media. The filmmaker is obviously passionate, knowledgeable, willing to go outside the norm, frustrated, unique, astute etc. <br /><br />I looked through the whole site that's linked to the DVD and got lost in all the articles, essays etc.that are there. The DVD does that too, has references to different times, views and historical points. Sometimes someone does something out there.",1,287,medium (100-300w),0,1,0.0024927503,False,0.9975072497036308
"The whole shorthand for supposedly being more aware in this weird time is that you are ""Blue"". The Blue State mentality. This is supposed to get us off the hook for what is/was happening during the last few years in our country (The USA). It doesn't get anyone off the hook but it makes us feel better, as though we aren't benefiting in any way from living here and getting all the good stuff that a US citizen gets just by being a US citizen. <br /><br />But I'm so sick of bitching about this. It doesn't do any good. I haven't taken much action lately and I wonder how many people have. Maybe I'm just down because my job was ""outsourced"" last month and now I'm looking for work in the shrinking tech support field where most of the jobs are quickly going to India and other places overseas. I'm thinking that soon it's not going to pay off to be a citizen here with the screwed up infrastructure and the shrinking job market and the obsession with war. These days it seems like anyone who speaks out gets jumped and questioned about there ""patriotism"". Anyway, back to this review: USA The Movie is an obscure DVD that makes me realize that some people have taken action, whether it's through politics, protesting or arts or media. The filmmaker is obviously passionate, knowledgeable, willing to go outside the norm, frustrated, unique, astute etc. <br /><br />I looked through the whole site that's linked to the DVD and got lost in all the articles, essays etc.that are there. The DVD does that too, has references to different times, views and historical points. Sometimes someone does something out there.",1,287,medium (100-300w),0,1,0.0024927503,False,0.9975072497036308
"First of all, I would like to clarify that I consider this one of the funniest films I have ever seen. I have watched it almost 10 times just because I've wished to spread the deliciously tasteless innards of this film to other unsuspecting victims. It has the captivating essence of a hand-held camera recording of a distant nephew's seventh birthday. It has all the writing of a WWE match. And most of all, it has the consistency of a face scraped along a sidewalk. This movie is a masterpiece.<br /><br />The film begins with an almost instantaneous mutilation of three, drunken teens in the desert. This scene convinced me that I was onto something big when I picked this film from the DVD rack (being drawn to the box because of the graphic of a velociraptor yelling the word ""RAPTOR"" on the front of it). The scene contains such treasures as tomato sauce, spaghetti intestines, vain attempts at humour and rubbery dinosaur puppets that repeat throughout the course of the movie. This movie is a masterpiece.<br /><br />The film contains erratic backdrops and prop use that causes one's mind to melt at the thought that someone could just have so little shame when it comes to creating a film. An example is when a truck, in the middle of the night, is parked beside a cliff wall. The very next day, they find it in an open grassy area. The driver couldn't have driven it there since he had his face bitten off by an unnamed bipedal carnivore (I will explain why it's unnamed in a second). So, my only guess is that either the velociraptor drove it, the livestock the driver was transporting did it, or Jim Wynorski doesn't think very highly of his viewers. Hell, in one part they expect me to believe that they are walking down a main street at night when the road doesn't have gutters, the fire hydrant is precariously placed next to a phone booth, and there's only a single street light. Yet, still, I feel compelled to watch and re-watch this film, just so I can find more things that will make me giggle the next time I watch it. This film is a masterpiece.<br /><br />The directing on this film is horrific. Long extended pauses. Strange cuts to characters that weren't even in the general vicinity of the conversation. People discussing things casually while facing the camera (and in turn, making them face the wall). They can't even give the dinosaur a coherent species, flipping between calling it a baby dinosaur and using a rubber velociraptor puppet (distinguished by the intensely long, fat, disproportionate claw). This film is a masterpiece.<br /><br />The editing is prominent on this film. This is not a good thing. I am well aware that the film is a collection of scenes from other films, masterfully crafted into a single piece of crap, but there has to be a limit! Sub plots end as abruptly as they began. Explanations for the sudden disappearance of characters not being limited to, well, not being explained at all! And an ending that felt like driving a muscle car into a brick wall without a seat belt. You just never know what is going to happen because the film doesn't follow a coherent structure. This film is a masterpiece.<br /><br />Now, I'm going to just have to mention a single scene (the greatest one) that occurs near the end. This is a spoiler, but not really. The final scene contains a showdown between tyrannosaurus rex and Sheriff Tanner. It is like the showdown between Sigourney Weaver and the Alien Queen in Aliens, except without all the emotional power/budget/epic battling. It pretty consists of Tanner ramming the dinosaur with a piece of construction machinery. A white bobcat. In a space of several minutes, through a series of sneakily slipped in cuts, the director manages to turn that white bobcat into a yellow forklift/crane looking piece of machinery. Now, as I said, I know that this film is made from scenes from other films, but what two films warrant a showdown with a t-rex in a construction vehicle? This film is a masterpiece.<br /><br />This film gets a 1/10 for quality of film making, but a 10/10 for how much it makes me laugh and enjoy myself.",0,725,long (>300w),1,0,0.9975036,False,0.9975035786628723
"keys to the VIP is BS.<br /><br />rob cavaliere vs Justin in season two. <br /><br />I went to school with rob cavaliere and Adriana Doria. you may remember her as the last girl he was ""picking up"". this was when the ""angry girlfriend"" came by, they made out and ""left the club together"". They were good friends at father bressani chs in woodbridge.<br /><br />whether or not rob planned it or they asked him to do it, men should know that what they are seeing is not real and the guys on here are douche bags. especially that episode.<br /><br />one more line to fill space.",1,107,medium (100-300w),0,1,0.0024969347,False,0.9975030652713031
"A large bed possessed by a demon eats people, among other things. I'm not making this up.<br /><br />Completed in 1977 and not officially released until it came to DVD in 2003, ""Death Bed: The Bed That Eats"" is a movie whose plot is impossible to describe. You most likely know of it thanks to Patton Oswalt's excellent bit about it, as well as Stephen Throwers essential book ""Nightmare USA."" While watching it, you wonder the following<br /><br />-Who is George Berry, and what drugs did he smoke/inject/snort before writing and directing this movie?<br /><br />-Is this a horror comedy? A combination of a horror flick and an art movie? A weird prank being pulled on the audience?<br /><br />-What the hell am I watching?<br /><br />""Death Bed"" really defies any explanation. I know, that term is overused, but it couldn't be truer than it is here. This truly beggars description. It is a horror comedy, as well as art film/horror hybrid. But the whole thing is so surreal, it must be seen. The score sounds like the electronic bits from an old Candlemass album, the acting is terrible and disconnected from everything, the direction is surprisingly competent, and the movie at times feels like a Jesus Franco movie-that is, if his movies were intentionally funny.<br /><br />In the end, there really is no proper way to describe this movie. Lord knows I've tried, but really, few movies are as odd, unique, or mind boggling as this is. See it...but you've been warned. This is also the only movie George Berry has ever done. He definitely left his mark on the exploitation genre with this, I'll tell you that much.",1,280,medium (100-300w),0,1,0.0024989222,False,0.9975010778289288
"I just rented Blackwater Valley Exorcism because the cover and pictures looked terrifying, and I don't normally watch movies that are automatically released onto DVD, but this looked so interesting and scary! I was very much in the mood for a good scary film and to me, possession is one of the scariest subjects to watch or learn about. Just look at The Exorcist or The Exorcism of Emily Rose, both terrific movies that made break-throughs not only horror wise, but story as well.<br /><br />Blackwater Valley Exorcism is about a girl, Isabelle, who from the get go is automatically possessed, so we can't even tell what kind of a person she was to begin with. But a former wife beater turned priest is on the case with a gardener...? I know... I know. Then they go into several other stories with the priest and Isabella's sister, and the priest hit the sister and messed around with Isabelle? I'm not sure, then we get into a story with Isabelle's dad and his questioning of his wife's faithfulness to him.<br /><br />I mean, the story just goes into too many directions and wasn't well developed at all. Not to mention that the exorcism didn't seem authentic at all and more of a just scare your pants off type of a film, which I didn't like at all because I couldn't take it seriously. Whoever directed and wrote this clearly had no idea where to go or how to direct the story well, so I wouldn't really recommend this.<br /><br />2/10",0,259,medium (100-300w),1,0,0.9974963,False,0.9974963068962097
"The film had NO help at all, promotion-wise: if there was an advertising promo on TV or radio, I didn't see/hear it. The only newspaper ad I saw was on it's opening weekend: a dingy, sludgy B & W head-shot photo of Andy as Val-Com, behind jail bars, with headline: ""WANTED! Runaway Robot!"" ( which was also the poster in front of the 3 movie theaters I saw it at --NOT the nice little color poster on this site, with headshots of all the cast, and cartoon of Crimebuster --which really wasn't THAT good--they OUGHT to have used an action scene from the film itself--didn't they have an onset photographer? A poster is supposed to HELP a prospective audience decide if they want to SEE the movie--there were SO many people who couldn't get into their sold-out choice, and wanted to know WHAT Heartbeeps was about--and that poster didn't help! That dingy pic, and the only other photos supplied to papers were so indistinguishable in B & W that they were worthless. ) There was NO trailer for the film: only a slide at one theater, consisting of the word ""Heartbeeps"" inside a heart-shape, with a Cupid's arrow through it, and one that was a totally black picture: just Andy and Bernadette's voices saying ""Val-Com! My pleasure center is malfunctioning!"" ""So is mine; do you think we ought to tell our owners?"" THAT is no help to people who hadn't been aware of the movie.<br /><br />During the filming, Andy told reporters that he couldn't eat, once his plastic lips were applied, so he would ""load up on breakfast, and fast"" during the day's shoot. I don't know WHAT Bernadette did: but at the time, I'd wondered why they didn't just sip protein drinks through long straws, or eat astronaut-style puréed food via tubes? <br /><br />Phil-Co, the baby robot, seemed to have been the pre-curser to Short Circuit's Johnny-Five, with the same eyes, similar face. I've been trying to find if they had the same designer, but no help. I have vintage magazine articles about the film, and the design team was immensely proud of their work, and were going for a special award for their innovative device to create stenchless ""smoke"" for Catskill's cigars. Just shortly thereafter, LucasFilm did NOT use that device, though they OUGHT to have, for Return of the Jedi's scenes with Jabba the Hut: a man created ""steam"" around Jabba, by blowing cigar smoke into a tube, joking that all he needed was a glass of brandy, and he'd be a happy man. I thought that LucasFilm's using of real tobacco products was insensitive to people who were upset by smoke. <br /><br />John Williams, who had then recently succeeded the late, great Arthur Fielder as the maestro of the Boston Pops ( which was THEN a ratings hit--but it never recovered from Fielder's death, and is now a shadow of it's former glory ), was using the show to promote films with which he supplied the music. He'd premiered ""The Empire Strikes Back"" score there; and you would think he'd have helped Heartbeeps along, by playing a few numbers there? The one thing that critics had liked of this film was Williams' score--yet it was NOT available for purchase! I saw one vinyl album, in 1982, with half Heartbeeps, half another film--but it disappeared. I only just tonight saw the CD listed on THIS site, and have ordered it. If I can ever get a scanner, and time to type out the articles, I'd like to create a Heartbeeps tribute site. I liked the movie, and don't care what dissenters say! <br /><br />The only trouble with the film, was, that near the end, it was messed up, logic-wise: the robots ran away from the factory to have the freedom to decide their own fate, make their own choices; yet, when the junkyard owners tell them that Phil needs to go TO the factory, to have a ""purpose"" programmed into him, they don't even question it; they just glance meaningfully at each other, and they go. Along the way, each of the adults lose battery power, and ""die."" They aren't REALLY dead, as they are robots, and only need new batteries, yet it is treated as ""death,"" with little Phil crying over them, and rolling away. So, what was the POINT of this? Phil never gets back to the factory, and gets ""a purpose!"" AND of course, the junkyard owners COULD'VE driven them, or given them all battery recharges, with back-up batteries; but the real point was to have this poignant scene, where the robots all wore down, and Phil is left to cry. <br /><br />At the end, Val-Com is a golf instructor, and Aqua-Com is --I'm not sure what. Catskill is an ENTERTAINER--what ELSE is HE supposed to be? I'm not sure that they made it clear. The junkyard owners seem to be taking it easy, lying on chaise lounges, drinking lemonade from Phil, their ""bartender."" Val's and Aqua's new ""daughter,"" Philsia--I think the name is--maybe it's Sylvania--doesn't seem to be much more than a table lamp. <br /><br />There is missing footage, which is sad--from photos I surmise that the stuff missing includes a sweet scene, where Phil is having a Christmas, with Val gifting him with a car's steering wheel; Aqua is supplying a horn; Catskill has taken the firefighter helmet to give to Phil, as we saw; and they have Christmas trees. I don't know if any missing footage supplies better logic, or if the writers just couldn't think of a better crisis/resolution. The film was trimmed to 72-75 minutes, to pair it with other failing films. No other reason than that. For a DVD, I would LOVE to be in on creating, as I want to see interviews with the cast/crew and John Williams, and the Merv Griffin interview. The making-of footage; and reediting and restoring the missing footage to make it better.",1,996,long (>300w),0,1,0.0025108068,False,0.9974891932215542
"I'm sorry, but ""Star Wars Episode 1"" did not do any justice to Natalie Portman's talent (and undeniable cuteness). She was entirely underused as Queen Amidala, and when she was used, her makeup was frighteningly terrible. For ""Anywhere But Here,"" she sheds her god-awful makeup and she acts normally. And not only can she act good, she looks good doing it. I'm a bit older than she (she's only 18), and I have little or no chance of meeting her, but hey, a guy is allowed to dream, right?<br /><br />Even though Susan Sarandon does take a good turn in this movie, the film belongs entirely to Portman. I've been a watcher of Portman's since ""Beautiful Girls"" (where she was younger, but just as cute). There's big things for her in the future - I can see it.",1,138,medium (100-300w),0,1,0.0025144638,False,0.9974855361506343
